Delivery_Start,Price,Volume,Trading_day,Contract
31/12/2018 23:00,60,"5,335.90",01-Jan,0
01/01/2019 00:00,60.12,"5,440.80",01-Jan,1
01/01/2019 01:00,55.76,"5,133.40",01-Jan,2
01/01/2019 02:00,46.23,"5,073.30",01-Jan,3
01/01/2019 03:00,44.1,"5,161.40",01-Jan,4
01/01/2019 04:00,44.41,"5,266.10",01-Jan,5
01/01/2019 05:00,46.03,"5,100.40",01-Jan,6
01/01/2019 06:00,51,"5,309.60",01-Jan,7
01/01/2019 07:00,39,"6,250.80",01-Jan,8
01/01/2019 08:00,44.17,"6,138.60",01-Jan,9
01/01/2019 09:00,51.3,"5,762.00",01-Jan,10
01/01/2019 10:00,57.94,"5,687.60",01-Jan,11
01/01/2019 11:00,54.09,"5,365.00",01-Jan,12
01/01/2019 12:00,57.95,"5,275.40",01-Jan,13
01/01/2019 13:00,65.85,"5,223.90",01-Jan,14
01/01/2019 14:00,70,"5,459.90",01-Jan,15
01/01/2019 15:00,48.9,"5,015.00",01-Jan,16
01/01/2019 16:00,69.93,"5,214.30",01-Jan,17
01/01/2019 17:00,84.84,"5,695.90",01-Jan,18
01/01/2019 18:00,70.57,"5,325.00",01-Jan,19
01/01/2019 19:00,69,"5,424.60",01-Jan,20
01/01/2019 20:00,60.43,"5,044.20",01-Jan,21
01/01/2019 21:00,53.89,"4,247.50",01-Jan,22
01/01/2019 22:00,50.44,"4,296.70",01-Jan,23
01/01/2019 23:00,49.01,"3,495.60",02-Jan,0
02/01/2019 00:00,51.96,"3,495.30",02-Jan,1
02/01/2019 01:00,52.45,"3,233.50",02-Jan,2
02/01/2019 02:00,49.92,"3,240.60",02-Jan,3
02/01/2019 03:00,48.53,"3,608.80",02-Jan,4
02/01/2019 04:00,47.99,"3,633.10",02-Jan,5
02/01/2019 05:00,50.05,"3,319.80",02-Jan,6
02/01/2019 06:00,62.82,"3,722.00",02-Jan,7
02/01/2019 07:00,50.04,"5,298.50",02-Jan,8
02/01/2019 08:00,53,"4,255.40",02-Jan,9
02/01/2019 09:00,56.37,"3,865.60",02-Jan,10
02/01/2019 10:00,58.71,"4,010.90",02-Jan,11
02/01/2019 11:00,57.95,"3,884.40",02-Jan,12
02/01/2019 12:00,63.44,"3,926.20",02-Jan,13
02/01/2019 13:00,62.94,"4,063.90",02-Jan,14
02/01/2019 14:00,63.93,"4,291.30",02-Jan,15
02/01/2019 15:00,65,"4,834.70",02-Jan,16
02/01/2019 16:00,81.1,"4,944.60",02-Jan,17
02/01/2019 17:00,109.95,"5,330.20",02-Jan,18
02/01/2019 18:00,85,"5,128.30",02-Jan,19
02/01/2019 19:00,79.94,"6,491.80",02-Jan,20
02/01/2019 20:00,66,"5,905.50",02-Jan,21
02/01/2019 21:00,55.93,"4,282.80",02-Jan,22
02/01/2019 22:00,50.11,"4,096.00",02-Jan,23
02/01/2019 23:00,55,"2,999.50",03-Jan,0
03/01/2019 00:00,54.99,"2,948.90",03-Jan,1
03/01/2019 01:00,55,"2,858.90",03-Jan,2
03/01/2019 02:00,54.92,"2,888.90",03-Jan,3
03/01/2019 03:00,51.08,"3,225.90",03-Jan,4
03/01/2019 04:00,51,"3,175.20",03-Jan,5
03/01/2019 05:00,51.91,"3,216.30",03-Jan,6
03/01/2019 06:00,61.4,"3,952.80",03-Jan,7
03/01/2019 07:00,62.74,"4,205.60",03-Jan,8
03/01/2019 08:00,70.2,"4,044.10",03-Jan,9
03/01/2019 09:00,74,"4,389.20",03-Jan,10
03/01/2019 10:00,69,"4,531.70",03-Jan,11
03/01/2019 11:00,70,"4,729.90",03-Jan,12
03/01/2019 12:00,65.3,"4,406.50",03-Jan,13
03/01/2019 13:00,64.92,"4,344.90",03-Jan,14
03/01/2019 14:00,63.58,"4,269.40",03-Jan,15
03/01/2019 15:00,72.4,"3,741.30",03-Jan,16
03/01/2019 16:00,102,"4,277.60",03-Jan,17
03/01/2019 17:00,134.6,"4,724.50",03-Jan,18
03/01/2019 18:00,110,"4,481.80",03-Jan,19
03/01/2019 19:00,80.07,"5,535.60",03-Jan,20
03/01/2019 20:00,69.94,"4,987.10",03-Jan,21
03/01/2019 21:00,63.3,"4,280.40",03-Jan,22
03/01/2019 22:00,54.09,"4,714.50",03-Jan,23
03/01/2019 23:00,57.47,"4,095.60",04-Jan,0
04/01/2019 00:00,59.2,"3,999.50",04-Jan,1
04/01/2019 01:00,59.47,"3,738.30",04-Jan,2
04/01/2019 02:00,51.1,"3,860.30",04-Jan,3
04/01/2019 03:00,51.02,"3,990.40",04-Jan,4
04/01/2019 04:00,50.33,"4,147.00",04-Jan,5
04/01/2019 05:00,55.5,"4,123.90",04-Jan,6
04/01/2019 06:00,63.76,"4,320.90",04-Jan,7
04/01/2019 07:00,65.07,"4,350.80",04-Jan,8
04/01/2019 08:00,74,"4,435.70",04-Jan,9
04/01/2019 09:00,79.59,"4,392.60",04-Jan,10
04/01/2019 10:00,77,"4,429.20",04-Jan,11
04/01/2019 11:00,64.94,"5,339.70",04-Jan,12
04/01/2019 12:00,65,"4,470.80",04-Jan,13
04/01/2019 13:00,65,"4,546.50",04-Jan,14
04/01/2019 14:00,68.04,"4,447.70",04-Jan,15
04/01/2019 15:00,70.84,"4,051.00",04-Jan,16
04/01/2019 16:00,83.8,"4,593.60",04-Jan,17
04/01/2019 17:00,91.1,"5,297.50",04-Jan,18
04/01/2019 18:00,76,"5,108.40",04-Jan,19
04/01/2019 19:00,75.3,"5,451.70",04-Jan,20
04/01/2019 20:00,63.6,"4,248.40",04-Jan,21
04/01/2019 21:00,63.57,"4,440.40",04-Jan,22
04/01/2019 22:00,62.49,"4,396.00",04-Jan,23
04/01/2019 23:00,66.03,"3,366.50",05-Jan,0
05/01/2019 00:00,58.72,"3,390.00",05-Jan,1
05/01/2019 01:00,57.1,"3,173.10",05-Jan,2
05/01/2019 02:00,52.97,"3,167.10",05-Jan,3
05/01/2019 03:00,52.05,"3,391.90",05-Jan,4
05/01/2019 04:00,51,"3,306.40",05-Jan,5
05/01/2019 05:00,50.76,"3,602.20",05-Jan,6
05/01/2019 06:00,52.56,"3,684.50",05-Jan,7
05/01/2019 07:00,56,"3,482.90",05-Jan,8
05/01/2019 08:00,61.65,"4,051.30",05-Jan,9
05/01/2019 09:00,63.68,"4,485.60",05-Jan,10
05/01/2019 10:00,63.67,"4,711.30",05-Jan,11
05/01/2019 11:00,71.98,"4,964.40",05-Jan,12
05/01/2019 12:00,71.94,"5,003.10",05-Jan,13
05/01/2019 13:00,69,"5,014.90",05-Jan,14
05/01/2019 14:00,59.49,"4,757.70",05-Jan,15
05/01/2019 15:00,56.18,"4,797.20",05-Jan,16
05/01/2019 16:00,76.08,"5,365.20",05-Jan,17
05/01/2019 17:00,84.99,"5,667.80",05-Jan,18
05/01/2019 18:00,75.3,"5,500.60",05-Jan,19
05/01/2019 19:00,67.5,"5,240.10",05-Jan,20
05/01/2019 20:00,60.1,"4,621.90",05-Jan,21
05/01/2019 21:00,60.58,"3,297.60",05-Jan,22
05/01/2019 22:00,57.85,"3,082.70",05-Jan,23
05/01/2019 23:00,56,"3,542.50",06-Jan,0
06/01/2019 00:00,62.25,"3,411.60",06-Jan,1
06/01/2019 01:00,55.96,"3,372.10",06-Jan,2
06/01/2019 02:00,52.97,"3,524.20",06-Jan,3
06/01/2019 03:00,52.65,"3,937.70",06-Jan,4
06/01/2019 04:00,52.08,"4,028.00",06-Jan,5
06/01/2019 05:00,52.08,"4,040.50",06-Jan,6
06/01/2019 06:00,55.17,"3,742.40",06-Jan,7
06/01/2019 07:00,46.79,"4,694.20",06-Jan,8
06/01/2019 08:00,49.28,"4,103.10",06-Jan,9
06/01/2019 09:00,55.99,"3,875.70",06-Jan,10
06/01/2019 10:00,63.7,"3,884.80",06-Jan,11
06/01/2019 11:00,68,"5,304.30",06-Jan,12
06/01/2019 12:00,69.24,"5,989.80",06-Jan,13
06/01/2019 13:00,75.09,"5,985.70",06-Jan,14
06/01/2019 14:00,68.88,"6,282.50",06-Jan,15
06/01/2019 15:00,60.2,"6,735.80",06-Jan,16
06/01/2019 16:00,88,"6,139.30",06-Jan,17
06/01/2019 17:00,112,"6,614.10",06-Jan,18
06/01/2019 18:00,84.28,"6,137.30",06-Jan,19
06/01/2019 19:00,75.3,"6,300.20",06-Jan,20
06/01/2019 20:00,65.77,"5,227.60",06-Jan,21
06/01/2019 21:00,59.8,"3,835.50",06-Jan,22
06/01/2019 22:00,52,"3,489.80",06-Jan,23
06/01/2019 23:00,60.59,"3,817.10",07-Jan,0
07/01/2019 00:00,64,"4,026.80",07-Jan,1
07/01/2019 01:00,54.77,"4,272.10",07-Jan,2
07/01/2019 02:00,48,"4,639.20",07-Jan,3
07/01/2019 03:00,42.52,"5,214.30",07-Jan,4
07/01/2019 04:00,43.64,"5,678.20",07-Jan,5
07/01/2019 05:00,48.77,"5,855.20",07-Jan,6
07/01/2019 06:00,60,"6,160.20",07-Jan,7
07/01/2019 07:00,64.84,"8,189.40",07-Jan,8
07/01/2019 08:00,65.52,"8,003.30",07-Jan,9
07/01/2019 09:00,67.44,"8,179.80",07-Jan,10
07/01/2019 10:00,64.1,"8,765.40",07-Jan,11
07/01/2019 11:00,61.21,"8,705.90",07-Jan,12
07/01/2019 12:00,60.11,"8,860.50",07-Jan,13
07/01/2019 13:00,57.74,"9,110.00",07-Jan,14
07/01/2019 14:00,54.77,"9,149.20",07-Jan,15
07/01/2019 15:00,54.8,"9,477.40",07-Jan,16
07/01/2019 16:00,67.2,"7,998.30",07-Jan,17
07/01/2019 17:00,73,"7,983.20",07-Jan,18
07/01/2019 18:00,64.45,"7,908.80",07-Jan,19
07/01/2019 19:00,70.03,"6,891.00",07-Jan,20
07/01/2019 20:00,59.58,"7,107.40",07-Jan,21
07/01/2019 21:00,57.09,"7,667.10",07-Jan,22
07/01/2019 22:00,51.7,"8,383.80",07-Jan,23
07/01/2019 23:00,49.47,"6,493.10",08-Jan,0
08/01/2019 00:00,49.4,"6,563.40",08-Jan,1
08/01/2019 01:00,48,"6,778.60",08-Jan,2
08/01/2019 02:00,44.94,"6,827.10",08-Jan,3
08/01/2019 03:00,41.98,"7,011.30",08-Jan,4
08/01/2019 04:00,42.24,"6,988.60",08-Jan,5
08/01/2019 05:00,49.93,"6,755.80",08-Jan,6
08/01/2019 06:00,62.05,"7,405.40",08-Jan,7
08/01/2019 07:00,61.74,"7,750.20",08-Jan,8
08/01/2019 08:00,62.62,"7,765.50",08-Jan,9
08/01/2019 09:00,66,"7,817.40",08-Jan,10
08/01/2019 10:00,62.61,"7,966.20",08-Jan,11
08/01/2019 11:00,62.43,"8,504.50",08-Jan,12
08/01/2019 12:00,62.45,"8,555.30",08-Jan,13
08/01/2019 13:00,60.16,"8,275.60",08-Jan,14
08/01/2019 14:00,58,"7,932.10",08-Jan,15
08/01/2019 15:00,55.12,"7,938.20",08-Jan,16
08/01/2019 16:00,73.4,"7,819.80",08-Jan,17
08/01/2019 17:00,81.6,"8,002.20",08-Jan,18
08/01/2019 18:00,73.47,"8,001.70",08-Jan,19
08/01/2019 19:00,74.4,"7,726.60",08-Jan,20
08/01/2019 20:00,62.56,"6,981.30",08-Jan,21
08/01/2019 21:00,58.8,"5,814.70",08-Jan,22
08/01/2019 22:00,49.11,"4,834.10",08-Jan,23
08/01/2019 23:00,48.53,"4,501.70",09-Jan,0
09/01/2019 00:00,50.02,"4,401.50",09-Jan,1
09/01/2019 01:00,53,"4,348.40",09-Jan,2
09/01/2019 02:00,51.23,"4,290.90",09-Jan,3
09/01/2019 03:00,49.2,"4,250.40",09-Jan,4
09/01/2019 04:00,49,"4,149.40",09-Jan,5
09/01/2019 05:00,51.7,"4,226.30",09-Jan,6
09/01/2019 06:00,67,"4,891.90",09-Jan,7
09/01/2019 07:00,61.67,"5,016.40",09-Jan,8
09/01/2019 08:00,61.79,"5,180.30",09-Jan,9
09/01/2019 09:00,63.07,"5,289.20",09-Jan,10
09/01/2019 10:00,61.52,"5,349.60",09-Jan,11
09/01/2019 11:00,59.66,"5,382.00",09-Jan,12
09/01/2019 12:00,59,"5,378.20",09-Jan,13
09/01/2019 13:00,57.7,"5,064.90",09-Jan,14
09/01/2019 14:00,57.6,"5,071.60",09-Jan,15
09/01/2019 15:00,59.53,"4,761.30",09-Jan,16
09/01/2019 16:00,74.97,"5,109.90",09-Jan,17
09/01/2019 17:00,80,"5,470.30",09-Jan,18
09/01/2019 18:00,74.49,"5,283.60",09-Jan,19
09/01/2019 19:00,70,"6,074.10",09-Jan,20
09/01/2019 20:00,60.63,"5,473.40",09-Jan,21
09/01/2019 21:00,57.33,"4,224.40",09-Jan,22
09/01/2019 22:00,50.23,"4,355.60",09-Jan,23
09/01/2019 23:00,53.93,"3,982.10",10-Jan,0
10/01/2019 00:00,54,"3,856.90",10-Jan,1
10/01/2019 01:00,52.93,"3,814.40",10-Jan,2
10/01/2019 02:00,50.7,"3,822.40",10-Jan,3
10/01/2019 03:00,50.7,"3,749.60",10-Jan,4
10/01/2019 04:00,50.7,"4,002.40",10-Jan,5
10/01/2019 05:00,55.42,"4,485.90",10-Jan,6
10/01/2019 06:00,63.76,"5,543.60",10-Jan,7
10/01/2019 07:00,71.29,"5,534.40",10-Jan,8
10/01/2019 08:00,71.83,"5,511.60",10-Jan,9
10/01/2019 09:00,71.27,"5,395.50",10-Jan,10
10/01/2019 10:00,70.26,"5,463.50",10-Jan,11
10/01/2019 11:00,67.09,"5,364.20",10-Jan,12
10/01/2019 12:00,67.6,"5,362.40",10-Jan,13
10/01/2019 13:00,66.8,"5,397.90",10-Jan,14
10/01/2019 14:00,66.22,"5,637.70",10-Jan,15
10/01/2019 15:00,69.8,"6,007.90",10-Jan,16
10/01/2019 16:00,76.8,"5,867.00",10-Jan,17
10/01/2019 17:00,78.37,"6,248.70",10-Jan,18
10/01/2019 18:00,71.94,"6,207.30",10-Jan,19
10/01/2019 19:00,70.02,"6,081.70",10-Jan,20
10/01/2019 20:00,62.33,"5,761.90",10-Jan,21
10/01/2019 21:00,60.3,"5,150.90",10-Jan,22
10/01/2019 22:00,58,"4,010.40",10-Jan,23
10/01/2019 23:00,56.24,"5,349.90",11-Jan,0
11/01/2019 00:00,51.41,"5,019.90",11-Jan,1
11/01/2019 01:00,49.98,"5,010.50",11-Jan,2
11/01/2019 02:00,47.76,"5,122.70",11-Jan,3
11/01/2019 03:00,47.36,"5,029.90",11-Jan,4
11/01/2019 04:00,47.7,"5,129.10",11-Jan,5
11/01/2019 05:00,51.44,"5,777.80",11-Jan,6
11/01/2019 06:00,61.16,"6,352.60",11-Jan,7
11/01/2019 07:00,65.03,"6,752.90",11-Jan,8
11/01/2019 08:00,65.13,"6,566.50",11-Jan,9
11/01/2019 09:00,65.42,"6,425.40",11-Jan,10
11/01/2019 10:00,67.27,"6,422.80",11-Jan,11
11/01/2019 11:00,63.57,"6,243.40",11-Jan,12
11/01/2019 12:00,62.12,"6,208.50",11-Jan,13
11/01/2019 13:00,62.86,"6,328.10",11-Jan,14
11/01/2019 14:00,61.06,"6,315.90",11-Jan,15
11/01/2019 15:00,59.6,"6,001.00",11-Jan,16
11/01/2019 16:00,64,"5,769.50",11-Jan,17
11/01/2019 17:00,71.68,"5,928.80",11-Jan,18
11/01/2019 18:00,66,"6,106.90",11-Jan,19
11/01/2019 19:00,63.95,"6,353.90",11-Jan,20
11/01/2019 20:00,59.21,"5,967.90",11-Jan,21
11/01/2019 21:00,58.24,"5,437.90",11-Jan,22
11/01/2019 22:00,50.87,"5,679.70",11-Jan,23
11/01/2019 23:00,63.03,"6,470.30",12-Jan,0
12/01/2019 00:00,57.97,"6,422.90",12-Jan,1
12/01/2019 01:00,61.1,"6,887.70",12-Jan,2
12/01/2019 02:00,49.39,"6,930.40",12-Jan,3
12/01/2019 03:00,43.09,"6,884.50",12-Jan,4
12/01/2019 04:00,39.3,"6,978.80",12-Jan,5
12/01/2019 05:00,39.74,"7,006.90",12-Jan,6
12/01/2019 06:00,47.49,"7,376.90",12-Jan,7
12/01/2019 07:00,50.75,"6,927.00",12-Jan,8
12/01/2019 08:00,57.43,"7,662.40",12-Jan,9
12/01/2019 09:00,60.53,"7,833.80",12-Jan,10
12/01/2019 10:00,59.61,"7,619.60",12-Jan,11
12/01/2019 11:00,58.15,"7,606.60",12-Jan,12
12/01/2019 12:00,57.93,"7,652.90",12-Jan,13
12/01/2019 13:00,55.08,"7,602.10",12-Jan,14
12/01/2019 14:00,49.2,"7,454.70",12-Jan,15
12/01/2019 15:00,49.18,"7,918.00",12-Jan,16
12/01/2019 16:00,66.57,"8,429.30",12-Jan,17
12/01/2019 17:00,84.8,"8,735.80",12-Jan,18
12/01/2019 18:00,77.42,"8,862.20",12-Jan,19
12/01/2019 19:00,67.78,"8,556.30",12-Jan,20
12/01/2019 20:00,56.55,"7,366.70",12-Jan,21
12/01/2019 21:00,53.27,"6,284.60",12-Jan,22
12/01/2019 22:00,49.98,"6,195.10",12-Jan,23
12/01/2019 23:00,52.55,"6,800.10",13-Jan,0
13/01/2019 00:00,47.81,"6,768.50",13-Jan,1
13/01/2019 01:00,39.99,"6,955.50",13-Jan,2
13/01/2019 02:00,29,"6,859.30",13-Jan,3
13/01/2019 03:00,30,"7,133.10",13-Jan,4
13/01/2019 04:00,30,"7,305.60",13-Jan,5
13/01/2019 05:00,25.09,"7,267.00",13-Jan,6
13/01/2019 06:00,34.65,"7,019.10",13-Jan,7
13/01/2019 07:00,33.18,"8,204.50",13-Jan,8
13/01/2019 08:00,47.75,"7,734.90",13-Jan,9
13/01/2019 09:00,56.92,"7,652.30",13-Jan,10
13/01/2019 10:00,60.1,"8,783.60",13-Jan,11
13/01/2019 11:00,60.01,"9,280.70",13-Jan,12
13/01/2019 12:00,65,"9,462.90",13-Jan,13
13/01/2019 13:00,60.01,"9,479.10",13-Jan,14
13/01/2019 14:00,57,"9,358.40",13-Jan,15
13/01/2019 15:00,55.03,"9,321.40",13-Jan,16
13/01/2019 16:00,69.67,"9,123.70",13-Jan,17
13/01/2019 17:00,86,"9,599.30",13-Jan,18
13/01/2019 18:00,75.18,"9,539.30",13-Jan,19
13/01/2019 19:00,64.91,"9,171.60",13-Jan,20
13/01/2019 20:00,63.9,"8,238.40",13-Jan,21
13/01/2019 21:00,56.98,"7,839.40",13-Jan,22
13/01/2019 22:00,51.97,"7,348.70",13-Jan,23
13/01/2019 23:00,43.8,"6,582.60",14-Jan,0
14/01/2019 00:00,50.31,"6,686.50",14-Jan,1
14/01/2019 01:00,50.1,"6,643.90",14-Jan,2
14/01/2019 02:00,50,"6,619.80",14-Jan,3
14/01/2019 03:00,50.2,"6,584.50",14-Jan,4
14/01/2019 04:00,54,"6,686.50",14-Jan,5
14/01/2019 05:00,59.92,"6,947.70",14-Jan,6
14/01/2019 06:00,60.79,"6,626.20",14-Jan,7
14/01/2019 07:00,58.13,"6,722.10",14-Jan,8
14/01/2019 08:00,61.05,"6,394.30",14-Jan,9
14/01/2019 09:00,61.01,"6,129.50",14-Jan,10
14/01/2019 10:00,67,"6,151.90",14-Jan,11
14/01/2019 11:00,64.09,"5,834.00",14-Jan,12
14/01/2019 12:00,60.72,"5,606.10",14-Jan,13
14/01/2019 13:00,58.81,"5,435.40",14-Jan,14
14/01/2019 14:00,57.19,"5,328.40",14-Jan,15
14/01/2019 15:00,60,"6,524.80",14-Jan,16
14/01/2019 16:00,78.94,"6,211.90",14-Jan,17
14/01/2019 17:00,90.92,"6,512.10",14-Jan,18
14/01/2019 18:00,76,"6,367.90",14-Jan,19
14/01/2019 19:00,74.1,"6,410.50",14-Jan,20
14/01/2019 20:00,58.27,"6,181.60",14-Jan,21
14/01/2019 21:00,55.3,"5,749.10",14-Jan,22
14/01/2019 22:00,51.4,"6,517.90",14-Jan,23
14/01/2019 23:00,55.43,"6,003.50",15-Jan,0
15/01/2019 00:00,56.17,"6,086.20",15-Jan,1
15/01/2019 01:00,54.27,"6,212.00",15-Jan,2
15/01/2019 02:00,47.96,"6,437.70",15-Jan,3
15/01/2019 03:00,47,"6,580.10",15-Jan,4
15/01/2019 04:00,46.95,"6,525.70",15-Jan,5
15/01/2019 05:00,48.56,"6,374.30",15-Jan,6
15/01/2019 06:00,59.9,"6,856.10",15-Jan,7
15/01/2019 07:00,61.22,"6,916.80",15-Jan,8
15/01/2019 08:00,60.8,"6,718.70",15-Jan,9
15/01/2019 09:00,64.95,"6,941.70",15-Jan,10
15/01/2019 10:00,61.17,"6,973.10",15-Jan,11
15/01/2019 11:00,59.58,"6,955.70",15-Jan,12
15/01/2019 12:00,56.16,"6,834.20",15-Jan,13
15/01/2019 13:00,55.06,"6,731.10",15-Jan,14
15/01/2019 14:00,52.26,"6,581.50",15-Jan,15
15/01/2019 15:00,59.21,"6,712.40",15-Jan,16
15/01/2019 16:00,69.26,"7,149.00",15-Jan,17
15/01/2019 17:00,78.96,"7,528.20",15-Jan,18
15/01/2019 18:00,68.34,"7,438.90",15-Jan,19
15/01/2019 19:00,65.23,"7,757.30",15-Jan,20
15/01/2019 20:00,57.55,"7,076.80",15-Jan,21
15/01/2019 21:00,52.1,"6,358.20",15-Jan,22
15/01/2019 22:00,51.28,"6,119.70",15-Jan,23
15/01/2019 23:00,53,"7,392.80",16-Jan,0
16/01/2019 00:00,50.49,"7,260.90",16-Jan,1
16/01/2019 01:00,49.98,"7,244.70",16-Jan,2
16/01/2019 02:00,49,"7,601.00",16-Jan,3
16/01/2019 03:00,48.93,"7,769.50",16-Jan,4
16/01/2019 04:00,49.43,"7,770.30",16-Jan,5
16/01/2019 05:00,55,"7,811.00",16-Jan,6
16/01/2019 06:00,61.03,"8,147.10",16-Jan,7
16/01/2019 07:00,60.01,"8,027.50",16-Jan,8
16/01/2019 08:00,62.91,"8,067.40",16-Jan,9
16/01/2019 09:00,62.68,"7,900.10",16-Jan,10
16/01/2019 10:00,61.67,"7,867.80",16-Jan,11
16/01/2019 11:00,59.12,"7,849.00",16-Jan,12
16/01/2019 12:00,58.81,"7,862.30",16-Jan,13
16/01/2019 13:00,56.89,"7,906.40",16-Jan,14
16/01/2019 14:00,55,"7,801.60",16-Jan,15
16/01/2019 15:00,55.33,"7,662.60",16-Jan,16
16/01/2019 16:00,67.5,"8,200.20",16-Jan,17
16/01/2019 17:00,81.4,"8,141.80",16-Jan,18
16/01/2019 18:00,77.42,"8,102.70",16-Jan,19
16/01/2019 19:00,68,"6,685.20",16-Jan,20
16/01/2019 20:00,58.55,"6,267.50",16-Jan,21
16/01/2019 21:00,54.97,"5,859.00",16-Jan,22
16/01/2019 22:00,52,"5,649.60",16-Jan,23
16/01/2019 23:00,53.86,"5,942.80",17-Jan,0
17/01/2019 00:00,55.8,"6,126.00",17-Jan,1
17/01/2019 01:00,52.94,"5,929.60",17-Jan,2
17/01/2019 02:00,50,"5,822.70",17-Jan,3
17/01/2019 03:00,48.95,"5,882.50",17-Jan,4
17/01/2019 04:00,48.19,"6,078.80",17-Jan,5
17/01/2019 05:00,51.16,"6,133.10",17-Jan,6
17/01/2019 06:00,58.08,"6,078.70",17-Jan,7
17/01/2019 07:00,59.04,"6,958.00",17-Jan,8
17/01/2019 08:00,60.07,"6,748.00",17-Jan,9
17/01/2019 09:00,59.31,"6,663.80",17-Jan,10
17/01/2019 10:00,59.92,"6,732.00",17-Jan,11
17/01/2019 11:00,57,"6,678.00",17-Jan,12
17/01/2019 12:00,57.38,"6,511.60",17-Jan,13
17/01/2019 13:00,56,"6,259.10",17-Jan,14
17/01/2019 14:00,58.53,"6,141.30",17-Jan,15
17/01/2019 15:00,59.34,"5,597.60",17-Jan,16
17/01/2019 16:00,74.7,"5,640.20",17-Jan,17
17/01/2019 17:00,89.95,"5,510.60",17-Jan,18
17/01/2019 18:00,88,"5,403.60",17-Jan,19
17/01/2019 19:00,77.39,"5,766.20",17-Jan,20
17/01/2019 20:00,61,"5,025.20",17-Jan,21
17/01/2019 21:00,58.96,"4,604.20",17-Jan,22
17/01/2019 22:00,55.84,"4,982.50",17-Jan,23
17/01/2019 23:00,54.47,"5,111.70",18-Jan,0
18/01/2019 00:00,55.28,"4,883.20",18-Jan,1
18/01/2019 01:00,54.5,"4,929.40",18-Jan,2
18/01/2019 02:00,52.52,"5,208.90",18-Jan,3
18/01/2019 03:00,50.6,"5,428.90",18-Jan,4
18/01/2019 04:00,50.57,"5,329.10",18-Jan,5
18/01/2019 05:00,57.3,"5,815.00",18-Jan,6
18/01/2019 06:00,63.15,"6,664.80",18-Jan,7
18/01/2019 07:00,69.6,"5,286.00",18-Jan,8
18/01/2019 08:00,67.85,"5,235.10",18-Jan,9
18/01/2019 09:00,67.85,"5,299.70",18-Jan,10
18/01/2019 10:00,65,"5,312.00",18-Jan,11
18/01/2019 11:00,63.15,"5,422.70",18-Jan,12
18/01/2019 12:00,62.12,"5,685.40",18-Jan,13
18/01/2019 13:00,61.07,"5,871.70",18-Jan,14
18/01/2019 14:00,61.7,"6,019.90",18-Jan,15
18/01/2019 15:00,62.48,"6,446.50",18-Jan,16
18/01/2019 16:00,67.95,"6,491.10",18-Jan,17
18/01/2019 17:00,72,"6,658.50",18-Jan,18
18/01/2019 18:00,67.39,"7,196.90",18-Jan,19
18/01/2019 19:00,65.28,"6,696.90",18-Jan,20
18/01/2019 20:00,58.59,"6,075.40",18-Jan,21
18/01/2019 21:00,59.03,"5,686.40",18-Jan,22
18/01/2019 22:00,57.1,"5,931.30",18-Jan,23
18/01/2019 23:00,58.17,"5,781.00",19-Jan,0
19/01/2019 00:00,55.69,"5,317.30",19-Jan,1
19/01/2019 01:00,53.97,"5,307.70",19-Jan,2
19/01/2019 02:00,53.38,"5,534.90",19-Jan,3
19/01/2019 03:00,51.4,"5,174.40",19-Jan,4
19/01/2019 04:00,51.04,"5,288.10",19-Jan,5
19/01/2019 05:00,52.27,"5,345.10",19-Jan,6
19/01/2019 06:00,56.66,"5,174.40",19-Jan,7
19/01/2019 07:00,57.93,"5,259.20",19-Jan,8
19/01/2019 08:00,61.96,"5,417.10",19-Jan,9
19/01/2019 09:00,61.77,"5,620.80",19-Jan,10
19/01/2019 10:00,68,"5,555.80",19-Jan,11
19/01/2019 11:00,74,"5,473.00",19-Jan,12
19/01/2019 12:00,75,"5,341.50",19-Jan,13
19/01/2019 13:00,74.91,"5,204.50",19-Jan,14
19/01/2019 14:00,63.43,"4,830.60",19-Jan,15
19/01/2019 15:00,59.5,"4,589.50",19-Jan,16
19/01/2019 16:00,76.81,"4,767.40",19-Jan,17
19/01/2019 17:00,95.01,"4,953.30",19-Jan,18
19/01/2019 18:00,90,"4,983.20",19-Jan,19
19/01/2019 19:00,75.93,"5,130.60",19-Jan,20
19/01/2019 20:00,68,"4,604.90",19-Jan,21
19/01/2019 21:00,61.3,"4,283.10",19-Jan,22
19/01/2019 22:00,60.5,"3,598.30",19-Jan,23
19/01/2019 23:00,64,"3,925.80",20-Jan,0
20/01/2019 00:00,61.32,"3,743.30",20-Jan,1
20/01/2019 01:00,59.05,"3,448.10",20-Jan,2
20/01/2019 02:00,56.92,"3,406.60",20-Jan,3
20/01/2019 03:00,54.97,"3,453.30",20-Jan,4
20/01/2019 04:00,52.64,"3,706.10",20-Jan,5
20/01/2019 05:00,50.58,"3,498.30",20-Jan,6
20/01/2019 06:00,51.34,"3,380.30",20-Jan,7
20/01/2019 07:00,49.34,"4,410.20",20-Jan,8
20/01/2019 08:00,56.99,"4,313.70",20-Jan,9
20/01/2019 09:00,60.06,"3,840.10",20-Jan,10
20/01/2019 10:00,59.93,"3,639.30",20-Jan,11
20/01/2019 11:00,60.9,"3,660.00",20-Jan,12
20/01/2019 12:00,65,"3,577.70",20-Jan,13
20/01/2019 13:00,64,"3,703.30",20-Jan,14
