,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,charging,SOC
16,0.08675,0.09,0.0752,0.0669,0.0627,198.49245158400004,0.0,0.0,0.0,0.0,4842.84793490774,4066.9911598062417,3616.493677489242,5443.511244663739,8121.468500659233,511.51472786305465,0.2540738409239365
17,0.09,0.0752,0.0669,0.0627,0.063,0.0,0.0,0.0,0.0,0.0,4066.9911598062417,3616.493677489242,5443.511244663739,8121.468500659233,9047.49110319973,760.7765047610976,0.06387971473366208
18,0.0752,0.0669,0.0627,0.063,0.05,0.0,0.0,0.0,0.0,0.0,3616.493677489242,5443.511244663739,8121.468500659233,9047.49110319973,8108.954681705984,55.51885893464826,0.05000000000000002
19,0.0669,0.0627,0.063,0.05,0.0645,0.0,0.0,0.0,0.0,0.0,5443.511244663739,8121.468500659233,9047.49110319973,8108.954681705984,5105.638132925989,3.9733366187023444e-14,0.05000000000000001
20,0.0627,0.063,0.05,0.0645,0.064,0.0,0.0,0.0,0.0,0.0,8121.468500659233,9047.49110319973,8108.954681705984,5105.638132925989,4354.80899573099,-11.370863645778542,0.05284271591144465
21,0.063,0.05,0.0645,0.064,0.058,0.0,0.0,0.0,0.0,0.0,9047.49110319973,8108.954681705984,5105.638132925989,4354.80899573099,3140.968557265743,11.370863645778556,0.05000000000000001
22,0.05,0.0645,0.064,0.058,0.05,0.0,0.0,0.0,0.0,0.0,8108.954681705984,5105.638132925989,4354.80899573099,3140.968557265743,3003.316548779994,-720.303664651377,0.23007591616284426
23,0.0645,0.064,0.058,0.05,0.05,0.0,0.0,0.0,0.0,0.0,5105.638132925989,4354.80899573099,3140.968557265743,3003.316548779994,2665.443437042245,609.9869327305964,0.07757918298019514
24,0.064,0.058,0.05,0.05,0.0455,0.0,0.0,0.0,0.0,0.0,4354.80899573099,3140.968557265743,3003.316548779994,2665.443437042245,2765.553988668244,110.31673192078051,0.05000000000000002
25,0.058,0.05,0.05,0.0455,0.0451,0.0,0.0,0.0,0.0,0.0,3140.968557265743,3003.316548779994,2665.443437042245,2765.553988668244,2740.526350761744,5.934189383578249e-14,0.05
26,0.05,0.05,0.0455,0.0451,0.054799999999999995,0.0,0.0,0.0,0.0,0.0,3003.316548779994,2665.443437042245,2765.553988668244,2740.526350761744,3078.399462499493,-8.827659884051468e-07,0.0500000002206915
27,0.05,0.0455,0.0451,0.054799999999999995,0.0521,0.0,0.0,0.0,0.0,0.0,2665.443437042245,2765.553988668244,2740.526350761744,3078.399462499493,3328.675841564493,8.827659979599317e-07,0.05
28,0.0455,0.0451,0.054799999999999995,0.0521,0.0585,0.0,0.0,0.0,0.0,2737.053586176,2765.553988668244,2740.526350761744,3078.399462499493,3328.675841564493,5718.815261635238,-430.1868202354595,0.15754670505886487
29,0.0451,0.054799999999999995,0.0521,0.0585,0.060950000000000004,0.0,0.0,0.0,2737.053586176,5804.8163496960005,2740.526350761744,3078.399462499493,3328.675841564493,5718.815261635238,4279.726082011491,-603.3010589879035,0.30837196980584075
30,0.054799999999999995,0.0521,0.0585,0.060950000000000004,0.060399999999999995,0.0,0.0,2737.053586176,5804.8163496960005,8097.688682496001,3078.399462499493,3328.675841564493,5718.815261635238,4279.726082011491,3366.217298424243,-17.049673267415862,0.31263438812269473
31,0.0521,0.0585,0.060950000000000004,0.060399999999999995,0.061,0.0,2737.053586176,5804.8163496960005,8097.688682496001,9508.056211584,3328.675841564493,5718.815261635238,4279.726082011491,3366.217298424243,3716.604229115242,-356.9299993905526,0.4018668879703329
32,0.0585,0.060950000000000004,0.060399999999999995,0.061,0.06409999999999999,2737.053586176,5804.8163496960005,8097.688682496001,9508.056211584,9703.201404288002,5718.815261635238,4279.726082011491,3366.217298424243,3716.604229115242,3466.3278500502424,-23.900547459383,0.4078420248351786
33,0.060950000000000004,0.060399999999999995,0.061,0.06409999999999999,0.064,5804.8163496960005,8097.688682496001,9508.056211584,9703.201404288002,8928.813062400002,4279.726082011491,3366.217298424243,3716.604229115242,3466.3278500502424,3891.7976944607417,134.17767293006014,0.3742976066026636
34,0.060399999999999995,0.061,0.06409999999999999,0.064,0.063,8097.688682496001,9508.056211584,9703.201404288002,8928.813062400002,7049.996653056002,3366.217298424243,3716.604229115242,3466.3278500502424,3891.7976944607417,5656.246166868988,-71.4306759732389,0.3921552755959733
35,0.061,0.06409999999999999,0.064,0.063,0.054,9508.056211584,9703.201404288002,8928.813062400002,7049.996653056002,3290.6902049280006,3716.604229115242,3466.3278500502424,3891.7976944607417,5656.246166868988,3616.493677489242,98.09424122621284,0.36763171528942007
36,0.06409999999999999,0.064,0.063,0.054,0.0757,9703.201404288002,8928.813062400002,7049.996653056002,3290.6902049280006,215.06138304000007,3466.3278500502424,3891.7976944607417,5656.246166868988,3616.493677489242,4742.73738328174,251.82254691973725,0.30467607855948575
37,0.064,0.063,0.054,0.0757,0.1046,8928.813062400002,7049.996653056002,3290.6902049280006,215.06138304000007,0.0,3891.7976944607417,5656.246166868988,3616.493677489242,4742.73738328174,3140.968557265743,51.21498715792403,0.29187233177000477
38,0.063,0.054,0.0757,0.1046,0.08505,7049.996653056002,3290.6902049280006,215.06138304000007,0.0,0.0,5656.246166868988,3616.493677489242,4742.73738328174,3140.968557265743,3140.968557265743,-59.69759725600167,0.3067967310840052
39,0.054,0.0757,0.1046,0.08505,0.07,3290.6902049280006,215.06138304000007,0.0,0.0,0.0,3616.493677489242,4742.73738328174,3140.968557265743,3140.968557265743,4016.9358839932415,-250.42411804330777,0.3694027605948321
40,0.0757,0.1046,0.08505,0.07,0.062,215.06138304000007,0.0,0.0,0.0,0.0,4742.73738328174,3140.968557265743,3140.968557265743,4016.9358839932415,9885.91697306748,158.73051428412685,0.3297201320238004
41,0.1046,0.08505,0.07,0.062,0.059,0.0,0.0,0.0,0.0,0.0,3140.968557265743,3140.968557265743,4016.9358839932415,9885.91697306748,7933.761216360483,737.4510525386488,0.1453573688891382
42,0.08505,0.07,0.062,0.059,0.051,0.0,0.0,0.0,0.0,0.0,3140.968557265743,4016.9358839932415,9885.91697306748,7933.761216360483,7320.584087651235,381.4294755565528,0.04999999999999999
43,0.07,0.062,0.059,0.051,0.063,0.0,0.0,0.0,0.0,0.0,4016.9358839932415,9885.91697306748,7933.761216360483,7320.584087651235,4317.267538871241,-6.453016241270175e-14,0.05
44,0.062,0.059,0.051,0.063,0.063,0.0,0.0,0.0,0.0,0.0,9885.91697306748,7933.761216360483,7320.584087651235,4317.267538871241,4004.422065039992,-1.6116204610025028e-14,0.05000000000000001
45,0.059,0.051,0.063,0.063,0.062,0.0,0.0,0.0,0.0,0.0,7933.761216360483,7320.584087651235,4317.267538871241,4004.422065039992,2865.664540294244,-52.12933026616847,0.06303233256654213
46,0.051,0.063,0.063,0.062,0.058,0.0,0.0,0.0,0.0,0.0,7320.584087651235,4317.267538871241,4004.422065039992,2865.664540294244,2915.719816107244,-768.1564394409444,0.2550714424267782
47,0.063,0.063,0.062,0.058,0.0514,0.0,0.0,0.0,0.0,0.0,4317.267538871241,4004.422065039992,2865.664540294244,2915.719816107244,2928.2336350604937,410.22095873814584,0.15251620274224176
48,0.063,0.062,0.058,0.0514,0.045,0.0,0.0,0.0,0.0,0.0,4004.422065039992,2865.664540294244,2915.719816107244,2928.2336350604937,2552.8190664629947,410.06481096898887,0.049999999999994535
49,0.062,0.058,0.0514,0.045,0.044,0.0,0.0,0.0,0.0,0.0,2865.664540294244,2915.719816107244,2928.2336350604937,2552.8190664629947,2715.498712855244,-2.1895374402447487e-11,0.05000000000000001
50,0.058,0.0514,0.045,0.044,0.0465,0.0,0.0,0.0,0.0,0.0,2915.719816107244,2928.2336350604937,2552.8190664629947,2715.498712855244,2815.6092644812443,1.601518536542198e-14,0.05
51,0.0514,0.045,0.044,0.0465,0.0416,0.0,0.0,0.0,0.0,0.0,2928.2336350604937,2552.8190664629947,2715.498712855244,2815.6092644812443,3704.090410161992,-3.808862332151746e-14,0.05000000000000001
52,0.045,0.044,0.0465,0.0416,0.054,0.0,0.0,0.0,0.0,2732.0326978560006,2552.8190664629947,2715.498712855244,2815.6092644812443,3704.090410161992,5055.582857112989,-114.54495591353803,0.07863623897838451
53,0.044,0.0465,0.0416,0.054,0.0605,0.0,0.0,0.0,2732.0326978560006,5723.8126848,2715.498712855244,2815.6092644812443,3704.090410161992,5055.582857112989,3891.7976944607417,-295.9467467558722,0.15262292566735255
54,0.0465,0.0416,0.054,0.0605,0.062,0.0,0.0,2732.0326978560006,5723.8126848,8112.918710400001,2815.6092644812443,3704.090410161992,5055.582857112989,3891.7976944607417,4592.57155584274,-258.3292156184166,0.2172052295719567
55,0.0416,0.054,0.0605,0.062,0.06,0.0,2732.0326978560006,5723.8126848,8112.918710400001,9520.943158272,3704.090410161992,5055.582857112989,3891.7976944607417,4592.57155584274,3153.482376218993,-560.2593521873077,0.35727006761878366
56,0.054,0.0605,0.062,0.06,0.066,2732.0326978560006,5723.8126848,8112.918710400001,9520.943158272,9738.180259584,5055.582857112989,3891.7976944607417,4592.57155584274,3153.482376218993,4167.101711432241,-193.79344392264446,0.4057184285994448
57,0.0605,0.062,0.06,0.066,0.066,5723.8126848,8112.918710400001,9520.943158272,9738.180259584,8963.12246592,3891.7976944607417,4592.57155584274,3153.482376218993,4167.101711432241,5180.721046645489,82.10472146671488,0.3851922482327661
58,0.062,0.06,0.066,0.066,0.064,8112.918710400001,9520.943158272,9738.180259584,8963.12246592,7046.816757120002,4592.57155584274,3153.482376218993,4167.101711432241,5180.721046645489,5581.163253149488,106.71634383770484,0.3585131622733399
59,0.06,0.066,0.066,0.064,0.055,9520.943158272,9738.180259584,8963.12246592,7046.816757120002,4272.608597376,3153.482376218993,4167.101711432241,5180.721046645489,5581.163253149488,7595.888104622734,-42.68188999425454,0.3691836347719035
60,0.066,0.066,0.064,0.055,0.08,9738.180259584,8963.12246592,7046.816757120002,4272.608597376,231.63031449600004,4167.101711432241,5180.721046645489,5581.163253149488,7595.888104622734,3791.687142834742,248.76744170827502,0.30699177434483477
61,0.066,0.064,0.055,0.08,0.1,8963.12246592,7046.816757120002,4272.608597376,231.63031449600004,0.0,5180.721046645489,5581.163253149488,7595.888104622734,3791.687142834742,3679.062772255492,62.99294930946804,0.29124353701746775
62,0.064,0.055,0.08,0.1,0.0772,7046.816757120002,4272.608597376,231.63031449600004,0.0,0.0,5581.163253149488,7595.888104622734,3791.687142834742,3679.062772255492,3078.399462499493,-47.85901027570393,0.30320828958639373
63,0.055,0.08,0.1,0.0772,0.07,4272.608597376,231.63031449600004,0.0,0.0,0.0,7595.888104622734,3791.687142834742,3679.062772255492,3078.399462499493,6669.865502082235,-265.4221335966887,0.3695638229855659
64,0.08,0.1,0.0772,0.07,0.0593,231.63031449600004,0.0,0.0,0.0,0.0,3791.687142834742,3679.062772255492,3078.399462499493,6669.865502082235,7170.418260212235,279.1731246473596,0.299770541823726
65,0.1,0.0772,0.07,0.0593,0.06,0.0,0.0,0.0,0.0,0.0,3679.062772255492,3078.399462499493,6669.865502082235,7170.418260212235,7520.805190903235,776.8573257917211,0.10555621037579571
66,0.0772,0.07,0.0593,0.06,0.0507,0.0,0.0,0.0,0.0,0.0,3078.399462499493,6669.865502082235,7170.418260212235,7520.805190903235,5268.317779318239,222.22484150318033,0.05000000000000063
67,0.07,0.0593,0.06,0.0507,0.057,0.0,0.0,0.0,0.0,0.0,6669.865502082235,7170.418260212235,7520.805190903235,5268.317779318239,4993.013762346739,2.5377390865782695e-12,0.049999999999999996
68,0.0593,0.06,0.0507,0.057,0.057,0.0,0.0,0.0,0.0,0.0,7170.418260212235,7520.805190903235,5268.317779318239,4993.013762346739,3478.841669003493,-59.777486934820566,0.06494437173370514
69,0.06,0.0507,0.057,0.057,0.058,0.0,0.0,0.0,0.0,0.0,7520.805190903235,5268.317779318239,4993.013762346739,3478.841669003493,3603.9798585359927,59.77748693482056,0.05
70,0.0507,0.057,0.057,0.058,0.053,0.0,0.0,0.0,0.0,0.0,5268.317779318239,4993.013762346739,3478.841669003493,3603.9798585359927,2765.553988668244,-756.7445780184261,0.2391861445046065
71,0.057,0.057,0.058,0.053,0.04275,0.0,0.0,0.0,0.0,0.0,4993.013762346739,3478.841669003493,3603.9798585359927,2765.553988668244,2640.415799135744,50.98053046711703,0.22644101188782725
72,0.057,0.058,0.053,0.04275,0.04,0.0,0.0,0.0,0.0,0.0,3478.841669003493,3603.9798585359927,2765.553988668244,2640.415799135744,2715.498712855244,89.57832924307624,0.2040464295770582
73,0.058,0.053,0.04275,0.04,0.0511,0.0,0.0,0.0,0.0,0.0,3603.9798585359927,2765.553988668244,2640.415799135744,2715.498712855244,2552.8190664629947,500.0535746802599,0.07903303590699323
74,0.053,0.04275,0.04,0.0511,0.057,0.0,0.0,0.0,0.0,0.0,2765.553988668244,2640.415799135744,2715.498712855244,2552.8190664629947,2890.692178200744,116.13214362797297,0.04999999999999999
75,0.04275,0.04,0.0511,0.057,0.0581,0.0,0.0,0.0,0.0,0.0,2640.415799135744,2715.498712855244,2552.8190664629947,2890.692178200744,4392.350452590741,-379.4341251843422,0.14485853129608553
76,0.04,0.0511,0.057,0.0581,0.061200000000000004,0.0,0.0,0.0,0.0,2702.4094567680004,2715.498712855244,2552.8190664629947,2890.692178200744,4392.350452590741,4530.00246107649,-685.0343249708774,0.31611711253880487
77,0.0511,0.057,0.0581,0.061200000000000004,0.062,0.0,0.0,0.0,2702.4094567680004,5715.611900544001,2552.8190664629947,2890.692178200744,4392.350452590741,4530.00246107649,4167.101711432241,-301.18805341583925,0.3914141258927647
78,0.057,0.0581,0.061200000000000004,0.062,0.062,0.0,0.0,2702.4094567680004,5715.611900544001,8067.898078464001,2890.692178200744,4392.350452590741,4530.00246107649,4167.101711432241,3891.7976944607417,-62.19079062338572,0.4069618235486111
79,0.0581,0.061200000000000004,0.062,0.062,0.062,0.0,2702.4094567680004,5715.611900544001,8067.898078464001,9414.667688832,4392.350452590741,4530.00246107649,4167.101711432241,3891.7976944607417,3478.841669003493,-137.01941205518622,0.44121667656240765
80,0.061200000000000004,0.062,0.062,0.062,0.062,2702.4094567680004,5715.611900544001,8067.898078464001,9414.667688832,9690.314457600003,4530.00246107649,4167.101711432241,3891.7976944607417,3478.841669003493,4417.37809049724,-55.199492730959015,0.4550165497451474
81,0.062,0.062,0.062,0.062,0.062200000000000005,5715.611900544001,8067.898078464001,9414.667688832,9690.314457600003,8936.009668992001,4167.101711432241,3891.7976944607417,3478.841669003493,4417.37809049724,5305.859236177988,237.99873394661932,0.3955168662584925
82,0.062,0.062,0.062,0.062200000000000005,0.0585,8067.898078464001,9414.667688832,9690.314457600003,8936.009668992001,7042.632683520001,3891.7976944607417,3478.841669003493,4417.37809049724,5305.859236177988,5706.301442681988,285.07782710456536,0.3242474094823512
83,0.062,0.062,0.062200000000000005,0.0585,0.058,9414.667688832,9690.314457600003,8936.009668992001,7042.632683520001,4344.407300352,3478.841669003493,4417.37809049724,5305.859236177988,5706.301442681988,5255.8039603649895,270.2545585396006,0.25668376984745106
84,0.062,0.062200000000000005,0.0585,0.058,0.078,9690.314457600003,8936.009668992001,7042.632683520001,4344.407300352,264.600814464,4417.37809049724,5305.859236177988,5706.301442681988,5255.8039603649895,3478.841669003493,84.0717399676491,0.2356658348555388
85,0.062200000000000005,0.0585,0.058,0.078,0.10225,8936.009668992001,7042.632683520001,4344.407300352,264.600814464,0.0,5305.859236177988,5706.301442681988,5255.8039603649895,3478.841669003493,4429.891909450491,-60.100154998607586,0.2506908736051907
86,0.0585,0.058,0.078,0.10225,0.08775,7042.632683520001,4344.407300352,264.600814464,0.0,0.0,5706.301442681988,5255.8039603649895,3478.841669003493,4429.891909450491,3829.228599694492,-223.88320559747268,0.3066616750045589
87,0.058,0.078,0.10225,0.08775,0.06656000000000001,4344.407300352,264.600814464,0.0,0.0,0.0,5255.8039603649895,3478.841669003493,4429.891909450491,3829.228599694492,4942.95848653374,-229.3860056870064,0.36400817642631045
88,0.078,0.10225,0.08775,0.06656000000000001,0.058,264.600814464,0.0,0.0,0.0,0.0,3478.841669003493,4429.891909450491,3829.228599694492,4942.95848653374,7132.876803352486,184.40662343953434,0.3179065205664269
89,0.10225,0.08775,0.06656000000000001,0.058,0.06,0.0,0.0,0.0,0.0,0.0,4429.891909450491,3829.228599694492,4942.95848653374,7132.876803352486,6419.5891230172365,705.577744435659,0.14151208445751212
90,0.08775,0.06656000000000001,0.058,0.06,0.055,0.0,0.0,0.0,0.0,0.0,3829.228599694492,4942.95848653374,7132.876803352486,6419.5891230172365,4905.417029673989,366.04833783004756,0.05000000000000024
91,0.06656000000000001,0.058,0.06,0.055,0.058,0.0,0.0,0.0,0.0,0.0,4942.95848653374,7132.876803352486,6419.5891230172365,4905.417029673989,4667.65446956224,9.570231083978155e-13,0.05
92,0.058,0.06,0.055,0.058,0.056,0.0,0.0,0.0,0.0,0.0,7132.876803352486,6419.5891230172365,4905.417029673989,4667.65446956224,3491.3554879567423,-346.1834029144675,0.13654585072861686
93,0.06,0.055,0.058,0.056,0.056,0.0,0.0,0.0,0.0,0.0,6419.5891230172365,4905.417029673989,4667.65446956224,3491.3554879567423,3165.9961951722435,346.1834029144674,0.05
94,0.055,0.058,0.056,0.056,0.0509,0.0,0.0,0.0,0.0,0.0,4905.417029673989,4667.65446956224,3491.3554879567423,3165.9961951722435,2740.526350761744,-623.6681810064046,0.20591704525160115
95,0.058,0.056,0.056,0.0509,0.0498,0.0,0.0,0.0,0.0,0.0,4667.65446956224,3491.3554879567423,3165.9961951722435,2740.526350761744,2803.095445527994,623.6681810064035,0.050000000000000266
96,0.056,0.056,0.0509,0.0498,0.0495,0.0,0.0,0.0,0.0,0.0,3491.3554879567423,3165.9961951722435,2740.526350761744,2803.095445527994,2565.3328854162446,-1.4111010107457131,0.05035277525268669
97,0.056,0.0509,0.0498,0.0495,0.054,0.0,0.0,0.0,0.0,0.0,3165.9961951722435,2740.526350761744,2803.095445527994,2565.3328854162446,2928.2336350604937,1.4111010107467499,0.05
98,0.0509,0.0498,0.0495,0.054,0.0633,0.0,0.0,0.0,0.0,0.0,2740.526350761744,2803.095445527994,2565.3328854162446,2928.2336350604937,2753.040169714994,-199.17525907290045,0.09979381476822512
99,0.0498,0.0495,0.054,0.0633,0.061700000000000005,0.0,0.0,0.0,0.0,0.0,2803.095445527994,2565.3328854162446,2928.2336350604937,2753.040169714994,3003.316548779994,-397.0186103917862,0.19904846736617166
100,0.0495,0.054,0.0633,0.061700000000000005,0.064,0.0,0.0,0.0,0.0,2695.380213120001,2565.3328854162446,2928.2336350604937,2753.040169714994,3003.316548779994,3854.256237600992,-480.84016901561193,0.3192585096200746
101,0.054,0.0633,0.061700000000000005,0.064,0.066,0.0,0.0,0.0,2695.380213120001,5826.406169472,2928.2336350604937,2753.040169714994,3003.316548779994,3854.256237600992,4467.433366310241,-333.045440146155,0.40251986965661335
102,0.0633,0.061700000000000005,0.064,0.066,0.064,0.0,0.0,2695.380213120001,5826.406169472,8199.277989504,2753.040169714994,3003.316548779994,3854.256237600992,4467.433366310241,3766.659504928242,203.03466222672736,0.3517612040999315
103,0.061700000000000005,0.064,0.066,0.064,0.0648,0.0,2695.380213120001,5826.406169472,8199.277989504,9508.893026304,3003.316548779994,3854.256237600992,4467.433366310241,3766.659504928242,4617.599193749241,-199.77428101965614,0.40170477435484553
104,0.064,0.066,0.064,0.0648,0.0676,2695.380213120001,5826.406169472,8199.277989504,9508.893026304,9921.442683264002,3854.256237600992,4467.433366310241,3766.659504928242,4617.599193749241,5418.483606757239,76.96694783644718,0.38246303739573373
105,0.066,0.064,0.0648,0.0676,0.0664,5826.406169472,8199.277989504,9508.893026304,9921.442683264002,9048.979656192,4467.433366310241,3766.659504928242,4617.599193749241,5418.483606757239,4905.417029673989,310.68973730580575,0.3047906030692823
106,0.064,0.0648,0.0676,0.0664,0.0655,8199.277989504,9508.893026304,9921.442683264002,9048.979656192,7194.598236672002,3766.659504928242,4617.599193749241,5418.483606757239,4905.417029673989,6882.600424287486,-187.11441098202715,0.35156920581478907
107,0.0648,0.0676,0.0664,0.0655,0.067,9508.893026304,9921.442683264002,9048.979656192,7194.598236672002,4400.80861248,4617.599193749241,5418.483606757239,4905.417029673989,6882.600424287486,5180.721046645489,-131.72718602355403,0.3845010023206776
108,0.0676,0.0664,0.0655,0.067,0.092,9921.442683264002,9048.979656192,7194.598236672002,4400.80861248,281.3371088640001,5418.483606757239,4905.417029673989,6882.600424287486,5180.721046645489,5506.080339429988,164.2075898979894,0.34344910484618024
109,0.0664,0.0655,0.067,0.092,0.125,9048.979656192,7194.598236672002,4400.80861248,281.3371088640001,0.0,4905.417029673989,6882.600424287486,5180.721046645489,5506.080339429988,6144.285106045737,13.764062580955072,0.3400080892009415
110,0.0655,0.067,0.092,0.125,0.098,7194.598236672002,4400.80861248,281.3371088640001,0.0,0.0,6882.600424287486,5180.721046645489,5506.080339429988,6144.285106045737,3641.521315395744,-98.19048034007575,0.3645557092859604
111,0.067,0.092,0.125,0.098,0.0772,4400.80861248,281.3371088640001,0.0,0.0,0.0,5180.721046645489,5506.080339429988,6144.285106045737,3641.521315395744,3754.145685974992,-102.11960972653475,0.3900856117175941
112,0.092,0.125,0.098,0.0772,0.0631,281.3371088640001,0.0,0.0,0.0,0.0,5506.080339429988,6144.285106045737,3641.521315395744,3754.145685974992,4392.350452590741,255.61018968436815,0.32618306429650207
113,0.125,0.098,0.0772,0.0631,0.0628,0.0,0.0,0.0,0.0,0.0,6144.285106045737,3641.521315395744,3754.145685974992,4392.350452590741,3966.880608180241,748.1603947507244,0.13914296560882095
114,0.098,0.0772,0.0631,0.0628,0.0549,0.0,0.0,0.0,0.0,0.0,3641.521315395744,3754.145685974992,4392.350452590741,3966.880608180241,4392.350452590741,356.5718624352838,0.05
115,0.0772,0.0631,0.0628,0.0549,0.048,0.0,0.0,0.0,0.0,0.0,3754.145685974992,4392.350452590741,3966.880608180241,4392.350452590741,4967.986124440239,-2.398081733190338e-14,0.05000000000000001
116,0.0631,0.0628,0.0549,0.048,0.048,0.0,0.0,0.0,0.0,0.0,4392.350452590741,3966.880608180241,4392.350452590741,4967.986124440239,3491.3554879567423,4.4297898682543746e-14,0.049999999999999996
117,0.0628,0.0549,0.048,0.048,0.0476,0.0,0.0,0.0,0.0,0.0,3966.880608180241,4392.350452590741,4967.986124440239,3491.3554879567423,4029.449702946492,-2.5868196473766147e-14,0.05
118,0.0549,0.048,0.048,0.0476,0.046,0.0,0.0,0.0,0.0,0.0,4392.350452590741,4967.986124440239,3491.3554879567423,4029.449702946492,2740.526350761744,3.77701582349647e-15,0.05
119,0.048,0.048,0.0476,0.046,0.0474,0.0,0.0,0.0,0.0,0.0,4967.986124440239,3491.3554879567423,4029.449702946492,2740.526350761744,2765.553988668244,-6.94363064229606e-05,0.05000001735907661
120,0.048,0.0476,0.046,0.0474,0.048,0.0,0.0,0.0,0.0,0.0,3491.3554879567423,4029.449702946492,2740.526350761744,2765.553988668244,2427.680876930495,6.943630641373322e-05,0.05
121,0.0476,0.046,0.0474,0.048,0.049,0.0,0.0,0.0,0.0,0.0,4029.449702946492,2740.526350761744,2765.553988668244,2427.680876930495,2728.0125318084943,-0.0015543824936353216,0.05000038859562341
122,0.046,0.0474,0.048,0.049,0.0545,0.0,0.0,0.0,0.0,0.0,2740.526350761744,2765.553988668244,2427.680876930495,2728.0125318084943,2427.680876930495,-401.99049378899406,0.15049801204287191
123,0.0474,0.048,0.049,0.0545,0.065,0.0,0.0,0.0,0.0,0.0,2765.553988668244,2427.680876930495,2728.0125318084943,2427.680876930495,2540.3052475097443,-260.4345968286597,0.21560666125003686
124,0.048,0.049,0.0545,0.065,0.077,0.0,0.0,0.0,0.0,2699.062197888001,2427.680876930495,2728.0125318084943,2427.680876930495,2540.3052475097443,2615.3881612292444,-235.46859620702784,0.2744738103017938
